htitem_id	title	author	date	rights	OCLC	LCCN	ISBN	catalog_url	handle_url
uc1.b2889953	Parliamentary debates (Hansard) 1905:4	New Zealand. Parliament	1905-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2889953
uc1.32106019788436	Parliamentary debates (Hansard) v.136-137 1906	New Zealand. Parliament	1906-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788436
uc1.32106019788451	Parliamentary debates (Hansard) v.139 1907	New Zealand. Parliament	1907-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788451
uc1.32106019788477	Parliamentary debates (Hansard) v.141 1907	New Zealand. Parliament	1907-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788477
uc1.32106019788485	Parliamentary debates (Hansard) v.143 1908	New Zealand. Parliament	1908-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788485
uc1.32106019788493	Parliamentary debates (Hansard) v.144 1908	New Zealand. Parliament	1908-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788493
uc1.b2889962	Parliamentary debates (Hansard) 1908:3	New Zealand. Parliament	1908-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2889962
uc1.32106019788501	Parliamentary debates (Hansard) v.146-147 1909	New Zealand. Parliament	1909-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788501
uc1.a0001646314	Parliamentary debates (Hansard) v.148 mo.NOV10-DEC29 yr.1909	New Zealand. Parliament	1909-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001646314
uc1.32106019788519	Parliamentary debates (Hansard) v.149 1910	New Zealand. Parliament	1910-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788519
uc1.32106019788535	Parliamentary debates (Hansard) v.151 1910	New Zealand. Parliament	1910-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788535
uc1.b2889969	Parliamentary debates (Hansard) 1910:5	New Zealand. Parliament	1910-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2889969
uc1.32106019788568	Parliamentary debates (Hansard) v.154 1911	New Zealand. Parliament	1911-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788568
uc1.b2889971	Parliamentary debates (Hansard) 1911:2	New Zealand. Parliament	1911-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2889971
uc1.b2889974	Parliamentary debates (Hansard) 1912:2	New Zealand. Parliament	1912-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2889974
uc1.b2889976	Parliamentary debates (Hansard) 1912:4	New Zealand. Parliament	1912-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2889976
uc1.b2889978	Parliamentary debates (Hansard) 1912:5	New Zealand. Parliament	1912-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2889978
uc1.32106019788626	Parliamentary debates (Hansard) v.162 1913	New Zealand. Parliament	1913-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788626
uc1.32106019788634	Parliamentary debates (Hansard) v.163 1913	New Zealand. Parliament	1913-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788634
uc1.32106019788642	Parliamentary debates (Hansard) v.164 1913	New Zealand. Parliament	1913-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788642
uc1.32106019788659	Parliamentary debates (Hansard) v.165 1913	New Zealand. Parliament	1913-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788659
uc1.32106019788667	Parliamentary debates (Hansard) v.166 1913	New Zealand. Parliament	1913-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788667
uc1.b2889983	Parliamentary debates (Hansard) 1913:6	New Zealand. Parliament	1913-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2889983
uc1.32106019788683	Parliamentary debates (Hansard) v.168 1914	New Zealand. Parliament	1914-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788683
uc1.32106019788691	Parliamentary debates (Hansard) v.169 1914	New Zealand. Parliament	1914-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788691
uc1.32106019788709	Parliamentary debates (Hansard) v.170 1914	New Zealand. Parliament	1914-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788709
uc1.32106015180141	Parliamentary debates (Hansard) v.171 1914	New Zealand. Parliament	1914-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106015180141
uc1.32106019788717	Parliamentary debates (Hansard) v.172 1915	New Zealand. Parliament	1915-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788717
uc1.32106019788733	Parliamentary debates (Hansard) v.174 1915	New Zealand. Parliament	1915-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788733
uc1.b2889989	Parliamentary debates (Hansard) 1915:2	New Zealand. Parliament	1915-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2889989
uc1.32106019788741	Parliamentary debates (Hansard) v.175 1916	New Zealand. Parliament	1916-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788741
uc1.32106019788758	Parliamentary debates (Hansard) v.176 1916	New Zealand. Parliament	1916-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788758
uc1.32106019788766	Parliamentary debates (Hansard) v.177 1916	New Zealand. Parliament	1916-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788766
uc1.32106019788774	Parliamentary debates (Hansard) v.178 1917	New Zealand. Parliament	1917-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788774
uc1.32106019788782	Parliamentary debates (Hansard) v.179 1917	New Zealand. Parliament	1917-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788782
uc1.32106019788808	Parliamentary debates (Hansard) v.181 1917	New Zealand. Parliament	1917-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788808
uc1.32106019788824	Parliamentary debates (Hansard) v.183 1918	New Zealand. Parliament	1918-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788824
uc1.32106019788832	Parliamentary debates (Hansard) v.184 1919	New Zealand. Parliament	1919-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788832
uc1.a0001800556	Parliamentary debates (Hansard) v.185 mo.OCT03-NOV05 yr.1919	New Zealand. Parliament	1919-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001800556
uc1.32106019788857	Parliamentary debates (Hansard) v.186 1920	New Zealand. Parliament	1920-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788857
uc1.32106019788873	Parliamentary debates (Hansard) v.188 1920	New Zealand. Parliament	1920-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019788873
uc1.32106019929089	Parliamentary debates (Hansard) v.189 1920	New Zealand. Parliament	1920-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929089
uc1.b2890198	Parliamentary debates (Hansard) 1920:2	New Zealand. Parliament	1920-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2890198
uc1.32106019929097	Parliamentary debates (Hansard) v.190 1921	New Zealand. Parliament	1921-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929097
uc1.32106019929121	Parliamentary debates (Hansard) v.193 1921-22	New Zealand. Parliament	1922-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929121
uc1.32106019929139	Parliamentary debates (Hansard) v.194 1922	New Zealand. Parliament	1922-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929139
uc1.32106019929154	Parliamentary debates (Hansard) v.196 1922	New Zealand. Parliament	1922-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929154
uc1.32106019929162	Parliamentary debates (Hansard) v.197 1922	New Zealand. Parliament	1922-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929162
uc1.32106019929170	Parliamentary debates (Hansard) v.198 1922	New Zealand. Parliament	1922-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929170
uc1.32106019929410	Parliamentary debates (Hansard) v.204 1924	New Zealand. Parliament	1924-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929410
uc1.32106019929238	Parliamentary debates (Hansard) v.205 1924	New Zealand. Parliament	1924-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929238
uc1.32106019929246	Parliamentary debates (Hansard) v.206 1925	New Zealand. Parliament	1925-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929246
uc1.32106019929287	Parliamentary debates (Hansard) v.210 1926	New Zealand. Parliament	1926-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929287
uc1.32106019929303	Parliamentary debates (Hansard) v.212 1927	New Zealand. Parliament	1927-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929303
uc1.32106019929311	Parliamentary debates (Hansard) v.213 1927	New Zealand. Parliament	1927-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929311
uc1.32106019929329	Parliamentary debates (Hansard) v.214 1927	New Zealand. Parliament	1927-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929329
uc1.32106019929345	Parliamentary debates (Hansard) v.216 1927	New Zealand. Parliament	1927-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929345
uc1.a0001800861	Parliamentary debates (Hansard) v.217 mo.JUN28-AUG03 yr.1928	New Zealand. Parliament	1928-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001800861
uc1.32106019929360	Parliamentary debates (Hansard) v.218 1928	New Zealand. Parliament	1928-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929360
uc1.32106019929402	Parliamentary debates (Hansard) v.222 1929	New Zealand. Parliament	1929-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929402
uc1.b2890228	Parliamentary debates (Hansard) 1929:3	New Zealand. Parliament	1929-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2890228
uc1.32106019929444	Parliamentary debates (Hansard) v.225 1930	New Zealand. Parliament	1930-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929444
uc1.32106019929451	Parliamentary debates (Hansard) v.226 1930	New Zealand. Parliament	1930-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929451
uc1.32106019929469	Parliamentary debates (Hansard) v.227 1931	New Zealand. Parliament	1931-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929469
uc1.32106019929477	Parliamentary debates (Hansard) v.228 1931	New Zealand. Parliament	1931-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929477
uc1.32106019929485	Parliamentary debates (Hansard) v.229 1931	New Zealand. Parliament	1931-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929485
uc1.32106019929501	Parliamentary debates (Hansard) v.231 1932	New Zealand. Parliament	1932-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929501
uc1.32106019929519	Parliamentary debates (Hansard) v.232 1932	New Zealand. Parliament	1932-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929519
uc1.32106019929527	Parliamentary debates (Hansard) v.233 1932	New Zealand. Parliament	1932-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929527
uc1.32106019929535	Parliamentary debates (Hansard) v.234 1932	New Zealand. Parliament	1932-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929535
uc1.32106019929568	Parliamentary debates (Hansard) v.237 1933	New Zealand. Parliament	1933-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929568
uc1.b2890240	Parliamentary debates (Hansard) 1932-33:2	New Zealand. Parliament	1933-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2890240
uc1.32106019929576	Parliamentary debates (Hansard) v.238 1934	New Zealand. Parliament	1934-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929576
uc1.32106019929584	Parliamentary debates (Hansard) v.239 1934	New Zealand. Parliament	1934-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929584
uc1.32106019929600	Parliamentary debates (Hansard) v.241 1935	New Zealand. Parliament	1935-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929600
uc1.32106019929618	Parliamentary debates (Hansard) v.242 1935	New Zealand. Parliament	1935-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929618
uc1.32106019929626	Parliamentary debates (Hansard) v.243 1935	New Zealand. Parliament	1935-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929626
uc1.b2890245	Parliamentary debates (Hansard) 1934-35:3	New Zealand. Parliament	1935-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2890245
uc1.32106019929634	Parliamentary debates (Hansard) v.244 1936	New Zealand. Parliament	1936-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929634
uc1.32106019929642	Parliamentary debates (Hansard) v.245 1936	New Zealand. Parliament	1936-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929642
uc1.32106019929659	Parliamentary debates (Hansard) v.246 1936	New Zealand. Parliament	1936-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929659
uc1.32106019929675	Parliamentary debates (Hansard) v.248 1937	New Zealand. Parliament	1937-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929675
uc1.32106019929691	Parliamentary debates (Hansard) v.250 1938	New Zealand. Parliament	1938-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929691
uc1.32106019929709	Parliamentary debates (Hansard) v.251 1938	New Zealand. Parliament	1938-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929709
uc1.32106019929717	Parliamentary debates (Hansard) v.252 1938	New Zealand. Parliament	1938-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929717
uc1.32106019929725	Parliamentary debates (Hansard) v.253 1938	New Zealand. Parliament	1938-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929725
uc1.32106019929741	Parliamentary debates (Hansard) v.255 1939	New Zealand. Parliament	1939-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929741
uc1.32106019929766	Parliamentary debates (Hansard) v.257 1940	New Zealand. Parliament	1940-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929766
uc1.32106019929774	Parliamentary debates (Hansard) v.258 1940	New Zealand. Parliament	1940-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929774
uc1.b2890264	Parliamentary debates (Hansard) 1941:2	New Zealand. Parliament	1941-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2890264
uc1.b2890262	Parliamentary debates (Hansard) 1941-42	New Zealand. Parliament	1942-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2890262
uc1.a0001757616	Parliamentary debates (Hansard) v.263 mo.JUN25-AUG26 yr.1943	New Zealand. Parliament	1943-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001757616
uc1.32106019929824	Parliamentary debates (Hansard) v.264 1944	New Zealand. Parliament	1944-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929824
uc1.32106019929832	Parliamentary debates (Hansard) v.265 1944	New Zealand. Parliament	1944-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929832
uc1.32106019929840	Parliamentary debates (Hansard) v.266 1944	New Zealand. Parliament	1944-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929840
uc1.32106019929857	Parliamentary debates (Hansard) v.267 1944	New Zealand. Parliament	1944-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929857
uc1.32106019929865	Parliamentary debates (Hansard) v.268 1945	New Zealand. Parliament	1945-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929865
uc1.32106019929873	Parliamentary debates (Hansard) v.269 1945	New Zealand. Parliament	1945-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929873
uc1.32106019929881	Parliamentary debates (Hansard) v.270 1945	New Zealand. Parliament	1945-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929881
uc1.32106019929899	Parliamentary debates (Hansard) v.271 1945	New Zealand. Parliament	1945-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929899
uc1.32106019929915	Parliamentary debates (Hansard) v.273 1946	New Zealand. Parliament	1946-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929915
uc1.32106019929923	Parliamentary debates (Hansard) v.274 1946	New Zealand. Parliament	1946-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929923
uc1.32106019929931	Parliamentary debates (Hansard) v.275 1946	New Zealand. Parliament	1946-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929931
uc1.32106019929956	Parliamentary debates (Hansard) v.277 1947	New Zealand. Parliament	1947-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929956
uc1.32106019929964	Parliamentary debates (Hansard) v.278 1947	New Zealand. Parliament	1947-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.32106019929964
uc1.a0001757772	Parliamentary debates (Hansard) v.279 mo.OCT17-NOV27 yr.1947	New Zealand. Parliament	1947-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001757772
uc1.a0001757988	Parliamentary debates (Hansard) v.307 mo.AUG23-OCT28 yr.1955	New Zealand. Parliament	1955-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001757988
uc1.a0001758010	Parliamentary debates (Hansard) v.310 mo.SEP13-OCT26 yr.1956	New Zealand. Parliament	1956-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001758010
uc1.a0001745447	Parliamentary debates (Hansard) v.326 mo.JUN20-AUG01 yr.1961	New Zealand. Parliament	1961-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745447
uc1.a0001745553	Parliamentary debates (Hansard) v.337 mo.OCT01-OCT25 yr.1963	New Zealand. Parliament	1963-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745553
uc1.a0001745561	Parliamentary debates (Hansard) v.338 mo.JUN10-JUL17 yr.1964	New Zealand. Parliament	1964-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745561
uc1.a0001745579	Parliamentary debates (Hansard) v.339 mo.AUG04-SEP15 yr.1964	New Zealand. Parliament	1964-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745579
uc1.a0001745587	Parliamentary debates (Hansard) v.340 mo.SEP16-OCT29 yr.1964	New Zealand. Parliament	1964-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745587
uc1.a0001745595	Parliamentary debates (Hansard) v.341 mo.OCT30-DEC04 yr.1964	New Zealand. Parliament	1964-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745595
uc1.a0001745603	Parliamentary debates (Hansard) v.342 mo.MAY27-JUL08 yr.1965	New Zealand. Parliament	1965-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745603
uc1.a0001745611	Parliamentary debates (Hansard) v.343 mo.JUL09-AUG27 yr.1965	New Zealand. Parliament	1965-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745611
uc1.a0001745629	Parliamentary debates (Hansard) v.344 mo.AUG31-OCT01 yr.1965	New Zealand. Parliament	1965-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745629
uc1.a0001745637	Parliamentary debates (Hansard) v.345 mo.OCT05-NOV01 yr.1965	New Zealand. Parliament	1965-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.a0001745637
uc1.b2940053	Parliamentary debates (Hansard) JULY-AUG. 16 1966	New Zealand. Parliament	1966-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2940053
uc1.b2940054	Parliamentary debates (Hansard) AUG. 17-SEPT. 29 1966	New Zealand. Parliament	1966-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2940054
uc1.b2940052	Parliamentary debates (Hansard) MAY 26-JUNE 1966	New Zealand. Parliament	1966-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2940052
uc1.b2940055	Parliamentary debates (Hansard) SEPT. 30-OCT. 21 1966	New Zealand. Parliament	1966-00-00	17	248552646,173355174,4826506,173322878			https://catalog.hathitrust.org/Record/007119315	https://hdl.handle.net/2027/uc1.b2940055
